route_key,isBasicEconomy_num,route_avg_price_30_hist,seatsRemaining,travelDuration_mins,flight_dayofweek,totalTravelDistance,route_avg_price_hist,dot_avg_fare,days_to_departure,isNonStop_num,market_share_route,route_std_price_hist,capacity_pressure,price_urgency,has_business_segment,elapsedDays,duration_per_mile,passengers_route,market_pressure,other_carriers_share,is_multi_airline,low_fare_carrier_share,route_avg_price_lag_1w
LAX_LGA,0.0,437.33333333333337,7.0,544.0,3.0,2573.0,461.9947871684146,426.8098754,28.0,0.0,0.2802079937,173.7878371107345,0.19148936170212766,15.181272054935906,0.0,0.0,0.20622422197225346,12667.6087,45241018.88847073,0.4588217123000001,1.0,0.260970294,454.37584934521794
LAX_MIA,0.0,405.53366666666665,6.0,544.0,3.0,2417.0,432.1388458729,336.1041215,27.0,0.0,0.5251548572,162.6256278908902,0.17647058823529413,14.082362249765875,0.0,0.0,0.20590551181102362,3597.282609,13977102.708842697,0.24054993200000002,1.0,0.2342952108,429.17728448655527
LAX_OAK,0.0,350.5286666666667,5.0,486.0,3.0,1432.0,370.3678029766124,129.5796802,29.0,0.0,0.6269530103,184.45775763858504,0.14583333333333334,8.367085812927844,0.0,0.0,0.33672603901611536,16661.84783,130985476.2314063,0.0,1.0,0.6269530103,262.4427834584115
LAX_ORD,0.0,362.90066666666667,7.0,420.0,3.0,1810.0,408.98305959805964,290.2448793,29.0,0.0,0.3572198363,170.79283936009185,0.18421052631578946,12.42942489544425,0.0,0.0,0.20901194353963085,6757.5,26875317.158582043,0.4996059129,1.0,0.1431742508,372.3616031885096
LAX_PHL,0.0,459.4636666666667,7.0,526.5,3.0,2491.0,495.3363650038506,398.7797704,28.0,0.0,0.7386911596,171.16466864666205,0.19148936170212766,15.835885985321948,0.0,0.0,0.20436439210252857,1893.478261,10978556.882210165,0.13191733640000003,1.0,0.129391504,469.2378838915689
LAX_SFO,0.0,203.17716666666666,7.0,92.0,3.0,339.0,214.49535463810673,129.5796802,28.0,1.0,0.6269530103,127.40150582404226,0.21212121212121213,8.934507468536413,0.0,0.0,0.26420454545454547,16661.84783,130985476.2314063,0.0,0.0,0.6269530103,264.03848800982803
LGA_MIA,0.0,210.33333333333334,7.0,200.0,3.0,1104.0,215.81921236872813,184.0920563,28.0,1.0,0.3029342747,120.76330987059502,0.20588235294117646,7.96489025081908,0.0,0.0,0.18099547511312217,16258.36957,67505964.96263435,0.5491419135,0.0,0.1479238118,230.9818172737533
LGA_OAK,0.0,693.6645000000001,7.0,784.5,3.0,2956.0,745.3591927340951,413.6668856,27.0,0.0,0.3468845686,256.7633600789143,0.20881782945736435,18.866870318484946,0.0,0.0,0.2686799501867995,8839.23913,31351441.936409622,0.4292126265,1.0,0.2239028049,534.0570189869719
LGA_ORD,0.0,170.711,7.0,158.0,3.0,720.0,185.18258176565615,187.8161357,28.0,1.0,0.3864492632,85.06235808081449,0.21052631578947367,9.680602613177314,0.0,0.0,0.21914008321775313,10386.08696,36378427.14490212,0.22710147359999994,0.0,0.3864492632,283.3878627705175
LGA_SFO,0.0,524.0285,7.0,597.0,3.0,2848.0,566.1440253345705,413.6668856,29.0,0.0,0.3468845686,200.70540300772913,0.2,18.17188777320561,0.0,0.0,0.20909716778226697,8839.23913,31351441.936409622,0.4292126265,1.0,0.2239028049,543.7691146179023
MIA_OAK,0.0,662.8226666666667,6.0,812.0,3.0,3446.0,707.1462698412699,380.6842394,28.0,0.0,0.4292950913,288.7532196919586,0.1724137931034483,17.89666537950816,0.0,0.0,0.2533624136677572,1523.478261,5920012.377241305,0.14140981740000003,1.0,0.4292950913,552.7586738477609
MIA_ORD,0.0,251.03745238095237,7.0,396.5,3.0,1517.0,260.92510218684254,198.2328522,28.0,0.0,0.2997015991,131.27285617290926,0.1891891891891892,8.71932979049955,0.0,0.0,0.24747231584015406,4261.847826,15320388.204439295,0.46071055119999993,1.0,0.2395878497,255.75702842039223
MIA_PHL,0.0,269.25933333333336,7.0,363.0,3.0,1201.0,285.09409366102,178.4925973,29.0,0.0,0.5233039103,147.15870916409176,0.18421052631578946,9.0820719697432,0.0,0.0,0.2848101265822785,2549.021739,10002962.559890952,0.1885633875,1.0,0.2881327022,261.7925010993287
MIA_SFO,0.0,518.7678333333333,7.0,635.0,3.0,2731.0,547.6256590591561,380.6842394,26.0,0.0,0.4292950913,172.60013434778466,0.21428571428571427,20.33042120724258,0.0,0.0,0.20346153846153847,1523.478261,5920012.377241305,0.14140981740000003,1.0,0.4292950913,559.1241951925306
OAK_ORD,0.0,476.967,4.0,596.0,3.0,2285.0,500.1403141762452,337.0191808,30.0,0.0,0.5435302062,194.48571859554306,0.15151515151515152,15.064747538764214,0.0,0.0,0.2715930902111324,4185.0,16802388.751779757,0.25892161449999995,1.0,0.1975481793,467.1979572271849
OAK_PHL,0.0,653.6575,7.0,799.0,3.0,2957.0,679.8536965323237,382.3220435,28.0,0.0,0.5617391304,225.39257418240754,0.19148936170212766,19.201225895928857,0.0,0.0,0.27386290839205635,1250.0,5214260.113192363,0.271826087,1.0,0.1664347826,565.5752724397196
ORD_PHL,0.0,259.48699999999997,7.0,247.0,3.0,674.0,279.4752700729927,193.9097668,27.0,0.0,0.4445347594,134.92365269616167,0.2,9.3217074727079,0.0,0.0,0.2831230283911672,2540.76087,9235808.27894213,0.3539679144,1.0,0.2014973262,260.5640193431178
ORD_SFO,0.0,435.46066666666667,7.0,427.0,3.0,1933.0,488.16224242424244,337.0191808,27.0,0.0,0.5435302062,180.04413415641082,0.2222222222222222,16.424973603589837,0.0,0.0,0.20268872802481902,4185.0,16802388.751779757,0.25892161449999995,1.0,0.1975481793,469.18785354054893
PHL_SFO,0.0,560.8596666666667,7.0,563.0,3.0,2724.0,597.731875930521,382.3220435,28.0,0.0,0.5617391304,191.21853962548292,0.2,20.08210083615303,0.0,0.0,0.20496894409937888,1250.0,5214260.113192363,0.271826087,1.0,0.1664347826,593.0400000000001
